2	2	1
3	2	1
4	2	1
5	2	1
6	2	1
7	2	1
8	2	1
9	2	1
10	2	1
24	2	1
23	2	1
22	2	1
21	2	1
20	2	1
19	2	1
18	2	1
17	2	1
16	2	1
15	2	1
14	2	1
13	2	1
12	2	1
11	2	1
2	26	1
2	25	1
2	24	1
2	23	1
2	22	1
2	21	1
2	20	1
2	19	1
2	18	1
2	17	1
2	16	1
2	15	1
2	14	1
2	13	1
2	12	1
2	11	1
2	10	1
2	9	1
2	8	1
2	7	1
2	6	1
2	5	1
2	4	1
2	3	1
24	26	1
23	26	1
22	26	1
21	26	1
20	26	1
19	26	1
18	26	1
17	26	1
16	26	1
15	26	1
14	26	1
13	26	1
12	26	1
11	26	1
10	26	1
9	26	1
8	26	1
7	26	1
6	26	1
5	26	1
4	26	1
3	26	1
24	25	1
24	24	1
24	23	1
24	22	1
24	21	1
24	20	1
24	19	1
24	18	1
24	17	1
24	16	1
24	15	1
24	14	1
24	13	1
24	12	1
24	11	1
24	10	1
24	9	1
24	8	1
24	7	1
24	6	1
24	5	1
24	4	1
24	3	1
13	17	0
12	17	0
14	17	0
15	17	0
11	17	0
11	16	0
11	15	0
12	15	0
13	15	0
14	15	0
15	15	0
15	16	0
14	16	0
13	16	0
12	16	0
13	14	0
13	13	0
13	12	0
13	11	1
14	11	1
15	11	1
16	11	1
17	11	1
18	11	1
19	11	1
20	11	1
21	11	1
22	11	1
23	11	1
12	11	1
11	11	1
10	11	1
9	11	1
8	11	1
7	11	1
6	11	1
5	11	1
4	11	1
3	11	1
5	12	1
5	13	1
5	14	1
5	15	1
6	15	1
7	15	1
8	15	1
9	14	1
8	14	1
10	14	1
9	13	1
9	12	1
8	16	1
8	17	1
8	18	1
8	19	1
9	19	1
10	19	1
11	19	1
12	19	1
13	19	1
14	19	1
15	19	1
16	19	1
17	19	1
17	18	1
17	17	1
18	16	1
17	16	1
17	15	1
17	14	1
16	14	1
18	14	1
19	14	1
20	14	1
21	14	1
21	15	1
21	16	1
21	17	1
21	18	1
21	19	1
20	16	1
20	18	1
19	18	1
19	19	1
19	20	1
19	21	1
19	22	1
19	23	1
21	20	1
21	21	1
21	22	1
22	22	1
22	23	1
22	24	1
21	24	1
20	24	1
18	23	1
19	24	1
17	23	1
16	23	1
15	23	1
15	24	1
15	25	1
14	24	1
13	24	1
12	24	1
11	24	1
10	24	1
9	24	1
9	23	1
9	22	1
9	21	1
10	21	1
11	21	1
12	21	1
13	21	1
14	21	1
15	21	1
16	21	1
17	21	1
14	22	1
11	22	1
11	23	1
11	25	1
8	22	1
7	22	1
6	22	1
5	22	1
4	22	1
3	22	1
5	23	1
5	24	1
6	24	1
7	24	1
7	25	1
6	21	1
6	20	1
6	19	1
6	18	1
5	18	1
4	17	1
3	17	1
4	18	1
3	20	1
4	20	1
7	16	1
6	13	1
7	13	1
15	12	1
15	13	1
17	11	1
17	12	1
21	11	1
21	12	1
21	13	1
22	13	1
22	15	1
22	18	1
21	10	1
21	9	1
21	8	1
21	7	1
21	6	1
21	5	1
21	4	1
20	4	1
19	4	1
18	4	1
17	4	1
16	4	1
15	4	1
14	4	1
13	4	1
12	4	1
12	4	1
11	4	1
10	4	1
9	4	1
8	4	1
7	4	1
6	4	1
5	4	1
4	4	1
4	5	1
4	6	1
4	7	1
4	8	1
4	9	1
4	10	1
6	10	1
6	9	1
6	8	1
6	7	1
6	6	1
7	6	1
8	6	1
9	6	1
10	6	1
11	6	1
12	6	1
13	6	1
14	6	1
15	6	1
16	6	1
17	6	1
18	6	1
19	6	1
19	7	1
19	8	1
19	9	1
19	10	1
17	10	1
17	9	1
17	8	1
16	7	1
16	8	1
15	8	1
14	8	1
13	8	1
12	8	1
11	8	1
10	8	1
9	8	1
8	8	1
9	7	1
8	9	1
8	10	1
10	10	1
10	9	1
14	10	1
14	9	1
13	3	1
10	5	1
22	6	1
23	6	1
